rank,name,anime,favorites,url,description,Age,Birthday,Nationality,Height,Occupation,image
1058,"Tsukimoto, Makoto(月本 誠)",Ping Pong the Animation,1677,https://myanimelist.net/character/20325/Makoto_Tsukimoto,"Smile is a member of the Katase High table tennis club, along with his best friend Peco. Unlike the other members of the club, Smile thinks of the sport as a job or a way to pass time. He does not try to enjoy it for fun and often lets less able players beat him out of consideration for their feelings. The other members of the club ironically nicknamed him Smile because he never does.",,,,,,https://cdn.myanimelist.net/images/characters/11/266675.jpg
1059,Freeza(フリーザ),"Dragon Ball Z Special 1: Tatta Hitori no Saishuu KessenDragon Ball Z Movie 15: Fukkatsu no ""F""Dragon Ball GT",1673,https://myanimelist.net/character/3694/Freeza,"Frieza is a fictional graphic novel supervillain who first appears in the Dragon Ball manga created by Akira Toriyama, followed by Dragon Ball Z, Dragon Ball Super and Dragon Ball GT. Frieza also appears in the television special Bardock: The Father of Goku; a few Dragon Ball Z movies and in Dragon Ball GT. He is one of the most powerful major supervillains introduced throughout the Dragon Ball universe. In the gag series Neko Majin Z, it is revealed that he has a son, Kuriza. 
  
 Frieza is introduced in the series as the powerful galactic overlord on a mission for immortality and conquest, ruler of an empire said to control seventy-nine or more planets. Frieza creates armies from the planets that he conquers, his most utilized race were the Saiyans. Frieza had heard about the legend of the Super Saiyan, a being with unrivaled power, but dismissed it as simple mythology; however, after several Saiyans emerged with rapidly evolving potential, Frieza began to fear that the legend would indeed come true, so as a result, destroyed the Saiyan race. His actions and lust for power eventually bring him into conflict with the heroes of the series when he tries to take possession of the wish-granting Dragon Balls on Planet Namek.",,,,,,Error processing https://myanimelist.net/character/3694/Freeza: 'src'
1060,"Araragi, Karen(阿良々木 火憐)",NisemonogatariMahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x NisioisinBakemonogatari,1672,https://myanimelist.net/character/24194/Karen_Araragi,"Age: 14–15 
 Height: 170 cm 
  
 Karen, the main character of Karen Bee, is one of Koyomi's sisters. She is older than Tsukihi and always doing outdoor activities. Despite being younger, Karen is taller than Koyomi, much to Koyomi's dismay.",14–15,,,170 cm,,https://cdn.myanimelist.net/images/characters/9/295367.jpg
1061,Joe(ジョー / ジャンクドッグ / ノマド),Megalo BoxMegalo Box SpecialsNomad: Megalo Box 2,1671,https://myanimelist.net/character/159055/Joe,"An underground megalobox fighter who spends his time throwing fights until he meets his rival, Yuuri, challenged by him to fight in the first ever official megalobox fighting arena, Megalonia.",,,,,,https://cdn.myanimelist.net/images/characters/9/355644.jpg
1062,"Iwasawa, Masami(岩沢 雅美)",Angel Beats!Angel Beats! SpecialsKaginado Season 2,1671,https://myanimelist.net/character/24512/Masami_Iwasawa,"Always giving a cool look, she is a talented vocalist and plays guitar. She formed a band in the Afterlife called Girls Dead Monster with her best friend Hisako. She also writes songs and composes music for her band. It was only through conquering her insecurities that she gained her charisma and it was her passion that drove her to dedicate her life (and her afterlife) to sing meaningful, inspiring songs that would help people get through rough times as did she with Sad Machine's songs. 
  
 The electric guitar that she is seen using is a Fender American Standard Stratocaster with the color of Sienna Sunburst.",,,,,,Error processing https://myanimelist.net/character/24512/Masami_Iwasawa: 'src'
1063,Gokuu Black(ゴクウブラック),Dragon Ball SuperSuper Dragon Ball Heroes,1670,https://myanimelist.net/character/141729/Gokuu_Black,"In the future, he arrives on Earth and goes on a rampage, leaving humanity on the brink of extinction. He encounters Trunks and easily defeats him. Trunks survives their encounter and, for one year and half, prepares to travel back in time using a Time Machine with Bulma in an attempt to save the future. Trunks and Bulma are eventually intercepted by Gokuu Black himself when the villain kills Bulma and destroys their hideout. Trunks narrowly escapes with enough fuel for a one-way trip back to the past while Gokuu Black pursues him. Gokuu Black appears again and attacks Mai and taunts Trunks.",,,,,,https://cdn.myanimelist.net/images/characters/7/306940.jpg
1064,"Fibel, Sistine(システィーナ=フィーベル)",Rokudenashi Majutsu Koushi to Akashic Records,1669,https://myanimelist.net/character/145739/Sistine_Fibel,"Alias: Sisti/White Cat/Shironeko/Sistina 
 Birthday: December 24 
 Height: 157 cm 
  
 Sistine admires magic greatly and wishes to discover the secret of the Flying castle, which no one knows. She specializes in Air Magic. 
  
 Sistine is a stunningly beautiful woman with long silver hair and olive-green eyes. She is often seen wearing her school uniform. 
  
 She is also good friends with Rumia, who was taken in by the Fibel family, and does her best to protect and be there for Rumia. 
  
 Sistine Fibel maintains a strict, no-nonsense demeanor personality and often scolds Glenn Radars for his lackadaisical attitude. She initially hates Glenn, believing him to be as incompetent as he looked due to his lack of enthusiasm, however when he started teaching, she reluctantly accepted what a good teacher he was. 
  
 When Sistine was younger she promised her grandfather that she would unravel the mysteries of the Sky Castle. Her grandfather's death fueled her desire for learning and honing her magic skills in order to accomplish that goal. 
 
   Voice Actors  Fujita, AkaneJapanese  Messer, RachaelEnglish  Pyronnet, SophieFrench  González, NycolleSpanish  Olbert, MelanieGerman  Schachter, LouisePortuguese (BR)  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,157 cm,,https://cdn.myanimelist.net/images/characters/6/318845.jpg
1065,"Manbavaran, Sucy(スーシィ・マンババラン)",Little Witch AcademiaLittle Witch Academia: Mahoujikake no ParadeLittle Witch Academia (TV),1668,https://myanimelist.net/character/81699/Sucy_Manbavaran,"Akko's other friend and roommate, a cynical witch from Southeast Asia who specializes in brewing potions with various bizarre effects. She often uses Akko as a test subject, or to help her in gathering the poisonous or hazardous ingredients she needs. 
  
 (Source: Wikipedia) 
 
   Voice Actors  Murase, MichiyoJapanese  Atepi, GiulianaItalian  Heger, RachelleEnglish  Monteiro, ChristianePortuguese (BR)  Vinzens, FlaviaGerman  Pomar, MaribelSpanish  Dermont, MélanieFrench  Munoz, AnastasiaEnglish  Bustamante, BárbaraSpanish  
 
 See MoreRecent Featured Articles Little Witch Academia: Roll CallThough we don't get to see a lot of it, the world of Little Witch Academia gives us a glimpse at some truly memorable characters and leaves us wanting more. Meet the witches and see what kind of magic each one brings to Luna Nova Magical Academy!byJankenpopp31,873viewsSpoilerCharacter AnalysisFriendshipFunnyKawaiiMagicalSchool Life 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,Error processing https://myanimelist.net/character/81699/Sucy_Manbavaran: 'src'
1066,"Koga, Tomoe(古賀 朋絵)",Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo MinaiSeishun Buta Yarou wa Yumemiru Shoujo no Yume wo MinaiSeishun Buta Yarou wa Odekake Sister no Yume wo Minai,1661,https://myanimelist.net/character/163451/Tomoe_Koga,"Gender: Female 
 Birthday: May 23 (Gemini) 
 Height: 4'11"" (152 cm) 
 Occupation: Student, Waitress 
 Affiliation: Minegahara High School, 1st year 
  
 Tomoe Koga (古賀 朋絵, Koga Tomoe) is one of the main characters of the Seishun Buta Yarou wa Bunny Girl Senpai no Yume Wo Minai series. As a result of Adolescence Syndrome, Tomoe is capable of eliciting simulated future events. 
  
 Tomoe has a solid desire to fit in and avoid being shunned, so she bears unease over her past and why she cares about her social life and status; the latter is why she is usually on her phone. After her experience with Sakuta, she learned not to focus on what others think of her and thanked him for helping her grow as a person. 
  
 During her time in a middle school in Fukuoka, Tomoe was a bumpkin who hung out with an unnoticed group in her class. However, her father was relocated, which forced her to move to Tokyo. Fearing she would be considered uncool and get bullied, she began wearing makeup, styled her hair in a fancy salon, and wore clothes from fashion magazines. She became satisfied with the result.",,,,"4'11"" (152 cm)","Student, Waitress",https://cdn.myanimelist.net/images/characters/4/366709.jpg
1067,"Narukami, Yuu(鳴上 悠 / 瀬多総司)",Persona 4 the AnimationPersona 4 the Animation: No One is AlonePersona 4 the Animation: The Factor of Hope,1661,https://myanimelist.net/character/16252/Yuu_Narukami,"Date of Birth: Unknown, 1994 
 Height: 180 cm (5'11"") 
 Blood Type: O 
 Initial Persona: Izanagi 
 Ultimate Persona: Izanagi-no-Okami 
 Weapons: Two-Handed Sword 
  
 The Protagonist is named by the player in the video game, but is given the name Souji Seta in the manga adaptation and Yuu Narukami in the anime. 
  
 He has silver hair with a shape close to a bowl cut. He is depicted as being a distant, but otherwise friendly, loner with a pessimistic outlook on life due to having to move frequently as a result of his parents' changing careers. 
  
 At the beginning of the game, he moves to the countryside to live with his uncle and cousin for a year, and attends Yasogami High School in the same homeroom  class as Chie, Yosuke, and Yukiko. 
  
 The story of Persona 4 begins when the Protagonist meets Igor and Margaret in the Velvet Room, in the form of a limousine driving in a thick fog; the shape of the Velvet Room changes based on its visitor. 
  
 The Protagonist's first Persona, Izanagi of the Fool Arcana, wears a long coat reminiscent of the Japanese bancho and wields the Amenonuhoko, which, in-game, is a spear with a blade resembling a combat knife. This Persona is later transformed into Izanagi-no-Okami of the World arcana, the game's most powerful Persona. 
  
 The Protagonist also has a unique ""wild card"" ability to swap Personas, similar to the main characters of previous Persona games, but without the power of Death at his hand, he cannot use Fusion spells like the Protagonist of Persona 3. 
  
 The characters of the story give the Protagonist titles ""senpai"", ""sensei"", ""leader"", ""partner"", ""big bro"" when directly talking to him, instead of the usual ""you"" or ""him"" like his predecessors. 
  
 The character design of the Protagonist stayed relatively similar from initial conception, with his tone and expressions changing the most.",,,,"180 cm (5'11"")",,https://cdn.myanimelist.net/images/characters/16/138009.jpg
